日期,时段,计划购电量kWh,充电量kWh,放电量kWh,计划净供给kWh,净负载预测kWh,紧急购电量kWh,储电量kWh
2025-07-15,14:40,0.0000,0.0000,251.0633,251.0633,127.9867,0.0000,
2025-07-15,14:50,0.0000,0.0000,252.2819,252.2819,157.0798,0.0000,
2025-07-15,15:00,898.4756,610.9963,0.0000,287.4793,220.1002,0.0000,
2025-07-15,15:10,1196.1125,833.3333,0.0000,362.7791,295.7006,0.0000,
2025-07-15,15:20,410.3276,0.0000,0.0000,410.3276,345.4541,0.0000,
2025-07-15,15:30,439.0291,0.0000,0.0000,439.0291,373.3021,0.0000,
2025-07-15,15:40,470.0553,0.0000,0.0000,470.0553,418.4397,0.0000,
2025-07-15,15:50,557.9218,0.0000,0.0000,557.9218,476.3003,0.0000,
2025-07-15,16:00,584.9297,0.0000,0.0000,584.9297,533.6960,0.0000,
2025-07-15,16:10,636.2193,0.0000,-0.0000,636.2193,582.9536,0.0000,
2025-07-15,16:20,679.6352,0.0000,-0.0000,679.6352,627.2610,0.0000,
2025-07-15,16:30,727.7258,0.0000,-0.0000,727.7258,675.0283,0.0000,
2025-07-15,16:40,779.2458,0.0000,-0.0000,779.2458,729.0220,0.0000,
2025-07-15,16:50,801.2222,0.0000,-0.0000,801.2222,761.7927,0.0000,
2025-07-15,17:00,843.0270,0.0000,-0.0000,843.0270,795.3864,0.0000,
2025-07-15,17:10,925.8186,0.0000,0.0000,925.8186,876.2599,0.0000,
2025-07-15,17:20,961.4346,0.0000,-0.0000,961.4346,925.7994,0.0000,
2025-07-15,17:30,1013.3533,0.0000,-0.0000,1013.3533,960.8270,0.0000,
2025-07-15,17:40,1103.0445,0.0000,0.0000,1103.0445,1052.7284,0.0000,
2025-07-15,17:50,1037.5826,0.0000,0.0000,1037.5826,995.5581,0.0000,
2025-07-15,18:00,870.4034,0.0000,-0.0000,870.4034,825.1469,0.0000,
2025-07-15,18:10,844.6459,0.0000,-0.0000,844.6459,806.1792,0.0000,
2025-07-15,18:20,911.1331,0.0000,0.0000,911.1331,871.2857,0.0000,
2025-07-15,18:30,977.2256,0.0000,0.0000,977.2256,924.9609,0.0000,
2025-07-15,18:40,981.4091,0.0000,0.0000,981.4091,946.6209,0.0000,
2025-07-15,18:50,1020.0994,0.0000,0.0000,1020.0994,979.2703,0.0000,
2025-07-15,19:00,229.8081,0.0000,833.3333,1063.1414,1016.3105,0.0000,
2025-07-15,19:10,208.9468,0.0000,833.3333,1042.2802,1009.6998,0.0000,
2025-07-15,19:20,200.7673,0.0000,833.3333,1034.1007,1013.0972,0.0000,
2025-07-15,19:30,220.8761,0.0000,833.3333,1054.2094,1029.3817,0.0000,
2025-07-15,19:40,220.4660,0.0000,833.3333,1053.7994,1018.0374,0.0000,
2025-07-15,19:50,212.2715,0.0000,833.3333,1045.6049,1009.6772,0.0000,
2025-07-15,20:00,208.5370,0.0000,833.3333,1041.8703,1009.1813,0.0000,
2025-07-15,20:10,188.6956,0.0000,833.3333,1022.0289,994.8030,0.0000,
2025-07-15,20:20,731.9142,0.0000,306.6667,1038.5808,1009.1704,0.0000,
2025-07-15,20:30,245.6969,0.0000,833.3333,1079.0302,1040.0995,0.0000,
2025-07-15,20:40,219.1918,0.0000,833.3333,1052.5251,1029.7868,0.0000,
2025-07-15,20:50,1062.0472,0.0000,0.0000,1062.0472,1021.1021,0.0000,
2025-07-15,21:00,1070.7517,-0.0000,0.0000,1070.7517,1033.0482,0.0000,
2025-07-15,21:10,1069.6094,0.0000,0.0000,1069.6094,1039.2807,0.0000,
2025-07-15,21:20,1070.4965,0.0000,0.0000,1070.4965,1031.9417,0.0000,
2025-07-15,21:30,1058.9951,0.0000,0.0000,1058.9951,1022.2884,0.0000,
2025-07-15,21:40,1049.6861,0.0000,-0.0000,1049.6861,1015.9722,0.0000,
2025-07-15,21:50,979.3463,0.0000,-0.0000,979.3463,945.7697,0.0000,
2025-07-15,22:00,1727.3546,833.3333,0.0000,894.0213,847.4120,0.0000,
2025-07-15,22:10,1691.5396,833.3333,0.0000,858.2062,829.9341,0.0000,
2025-07-15,22:20,840.6535,0.0000,0.0000,840.6535,815.3544,0.0000,
2025-07-15,22:30,1667.6170,833.3333,0.0000,834.2837,793.0314,0.0000,
2025-07-15,22:40,1695.4575,833.3333,0.0000,862.1241,827.5316,0.0000,
2025-07-15,22:50,1700.4540,833.3333,0.0000,867.1207,828.2969,0.0000,
2025-07-15,23:00,1663.6312,833.3333,0.0000,830.2978,795.6029,0.0000,
2025-07-15,23:10,1526.7469,666.6667,0.0000,860.0802,821.1809,0.0000,
2025-07-15,23:20,1709.5904,833.3333,0.0000,876.2571,842.0042,0.0000,
2025-07-15,23:30,1703.6257,833.3333,0.0000,870.2923,822.0983,0.0000,
2025-07-15,23:40,1677.0623,833.3333,0.0000,843.7290,794.4957,0.0000,
2025-07-15,23:50,834.0777,0.0000,0.0000,834.0777,797.0331,0.0000,
2025-07-15,24:00,838.9180,0.0000,0.0000,838.9180,810.9991,0.0000,8550.0000
2025-07-16,00:10,1653.4743,833.3333,0.0000,820.1410,785.8529,0.0000,
2025-07-16,00:20,1626.9219,833.3333,0.0000,793.5886,769.4277,0.0000,
2025-07-16,00:30,816.3635,-0.0000,0.0000,816.3635,781.2247,0.0000,
2025-07-16,00:40,818.9958,0.0000,0.0000,818.9958,791.2779,0.0000,
2025-07-16,00:50,816.3054,0.0000,0.0000,816.3054,786.7903,0.0000,
2025-07-16,01:00,817.4960,0.0000,0.0000,817.4960,778.7004,0.0000,
2025-07-16,01:10,819.6688,0.0000,0.0000,819.6688,786.1819,0.0000,
2025-07-16,01:20,820.2433,0.0000,0.0000,820.2433,787.0428,0.0000,
2025-07-16,01:30,825.8076,0.0000,0.0000,825.8076,773.8145,0.0000,
2025-07-16,01:40,796.1884,0.0000,0.0000,796.1884,765.3658,0.0000,
2025-07-16,01:50,814.1419,0.0000,0.0000,814.1419,782.5958,0.0000,
2025-07-16,02:00,825.4170,0.0000,0.0000,825.4170,795.8418,0.0000,
2025-07-16,02:10,787.6609,0.0000,0.0000,787.6609,757.1679,0.0000,
2025-07-16,02:20,771.1915,0.0000,0.0000,771.1915,744.2360,16.6867,
2025-07-16,02:30,804.2352,0.0000,0.0000,804.2352,764.7469,0.0000,
2025-07-16,02:40,780.3507,0.0000,0.0000,780.3507,751.4318,0.0000,
2025-07-16,02:50,769.9312,0.0000,0.0000,769.9312,742.4499,0.0000,
2025-07-16,03:00,791.2840,0.0000,0.0000,791.2840,749.5882,0.0000,
2025-07-16,03:10,766.3168,0.0000,0.0000,766.3168,743.5871,0.0000,
2025-07-16,03:20,772.1398,0.0000,0.0000,772.1398,745.0287,0.0000,
2025-07-16,03:30,794.8708,0.0000,0.0000,794.8708,756.4227,0.0000,
2025-07-16,03:40,780.6296,0.0000,0.0000,780.6296,753.7677,0.0000,
2025-07-16,03:50,753.2959,0.0000,0.0000,753.2959,732.4586,0.0000,
2025-07-16,04:00,747.6182,0.0000,0.0000,747.6182,714.1748,0.0000,
2025-07-16,04:10,748.3361,0.0000,0.0000,748.3361,725.4189,5.2180,
2025-07-16,04:20,753.4640,0.0000,0.0000,753.4640,729.8159,5.7298,
2025-07-16,04:30,742.4778,0.0000,0.0000,742.4778,720.8095,0.0000,
2025-07-16,04:40,747.1154,0.0000,0.0000,747.1154,721.9729,0.0000,
2025-07-16,04:50,723.5560,0.0000,0.0000,723.5560,700.1098,0.0000,
2025-07-16,05:00,709.4790,0.0000,0.0000,709.4790,678.2075,0.0000,
2025-07-16,05:10,724.3703,0.0000,0.0000,724.3703,701.2896,0.0000,
2025-07-16,05:20,713.0261,0.0000,0.0000,713.0261,682.9113,0.0000,
2025-07-16,05:30,621.2866,0.0000,0.0000,621.2866,602.6660,5.5480,
2025-07-16,05:40,1405.3353,833.3333,0.0000,572.0019,544.1418,0.0000,
2025-07-16,05:50,617.4422,0.0000,-0.0000,617.4422,591.2505,6.9735,
2025-07-16,06:00,0.0000,0.0000,711.8560,711.8560,679.8455,66.2248,
2025-07-16,06:10,0.0000,0.0000,686.4018,686.4018,656.5786,41.0291,
2025-07-16,06:20,0.0000,0.0000,633.7974,633.7974,596.1631,0.0000,
2025-07-16,06:30,0.0000,0.0000,596.7894,596.7894,559.2803,0.0000,
2025-07-16,06:40,0.0000,0.0000,575.1805,575.1805,531.6341,0.0000,
2025-07-16,06:50,0.0000,0.0000,536.1298,536.1298,490.3416,0.0000,
2025-07-16,07:00,0.0000,0.0000,480.1136,480.1136,426.3288,0.0000,
2025-07-16,07:10,43.8889,0.0000,357.2232,401.1121,351.7243,0.0000,
2025-07-16,07:20,342.2525,0.0000,0.0000,342.2525,300.6639,0.0000,
2025-07-16,07:30,319.0193,0.0000,0.0000,319.0193,263.0988,0.0000,
2025-07-16,07:40,274.3321,0.0000,0.0000,274.3321,219.8971,0.0000,
2025-07-16,07:50,0.0000,0.0000,361.7066,361.7066,302.6926,0.0000,
2025-07-16,08:00,0.0000,0.0000,510.8987,510.8987,431.5624,0.0000,
2025-07-16,08:10,0.0000,0.0000,466.0471,466.0471,376.9140,0.0000,
2025-07-16,08:20,0.0000,0.0000,351.2840,351.2840,301.3554,0.0000,
2025-07-16,08:30,0.0000,0.0000,353.5078,353.5078,279.6595,0.0000,
2025-07-16,08:40,0.0000,0.0000,290.0746,290.0746,231.8617,0.0000,
2025-07-16,08:50,0.0000,0.0000,289.7484,289.7484,208.9245,0.0000,
2025-07-16,09:00,0.0000,0.0000,274.5699,274.5699,191.0939,0.0000,
2025-07-16,09:10,0.0000,0.0000,201.4791,201.4791,100.7867,0.0000,
2025-07-16,09:20,0.0000,0.0000,119.1234,119.1234,45.3798,0.0000,
2025-07-16,09:30,0.0000,0.0000,116.6538,116.6538,47.4455,0.0000,
2025-07-16,09:40,0.0000,0.0000,110.2060,110.2060,21.8377,0.0000,
2025-07-16,09:50,0.0000,0.0000,90.7286,90.7286,-19.3435,0.0000,
2025-07-16,10:00,0.0000,0.0000,35.5013,35.5013,-54.0492,0.0000,
2025-07-16,10:10,0.0000,0.0000,27.4776,27.4776,-77.9790,0.0000,
2025-07-16,10:20,0.0000,0.0000,0.0000,0.0000,-94.4323,0.0000,
2025-07-16,10:30,0.0000,0.0000,9.7575,9.7575,-105.4136,0.0000,
2025-07-16,10:40,0.0000,0.0000,14.1337,14.1337,-114.2329,0.0000,
2025-07-16,10:50,0.0000,32.1653,0.0000,-32.1653,-140.0908,0.0000,
2025-07-16,11:00,738.6445,833.3333,0.0000,-94.6889,-173.9923,0.0000,
2025-07-16,11:10,743.2792,833.3333,0.0000,-90.0541,-189.4644,0.0000,
2025-07-16,11:20,698.1910,833.3333,0.0000,-135.1424,-216.2184,0.0000,
2025-07-16,11:30,662.3154,833.3333,0.0000,-171.0180,-236.6247,0.0000,
2025-07-16,11:40,737.7847,833.3333,0.0000,-95.5486,-206.7119,0.0000,
2025-07-16,11:50,754.0018,833.3333,0.0000,-79.3315,-219.1106,0.0000,
2025-07-16,12:00,655.8879,833.3333,0.0000,-177.4454,-287.7793,0.0000,
2025-07-16,12:10,584.4917,833.3333,0.0000,-248.8416,-329.5228,74.8212,
2025-07-16,12:20,596.8711,833.3333,0.0000,-236.4622,-327.1086,48.9685,
2025-07-16,12:30,661.9449,833.3333,0.0000,-171.3884,-294.0235,0.0000,
2025-07-16,12:40,687.8508,833.3333,0.0000,-145.4825,-251.2428,0.0000,
2025-07-16,12:50,711.0627,833.3333,0.0000,-122.2706,-199.2152,34.3541,
2025-07-16,13:00,0.0000,39.9667,0.0000,-39.9667,-166.0572,0.0000,
2025-07-16,13:10,0.0000,33.5045,0.0000,-33.5045,-181.4997,0.0000,
2025-07-16,13:20,0.0000,18.3019,0.0000,-18.3019,-155.6214,0.0000,
2025-07-16,13:30,0.0000,0.0000,1.6233,1.6233,-96.9329,0.0000,
2025-07-16,13:40,0.0000,0.0000,0.0000,0.0000,-98.3183,0.0000,
2025-07-16,13:50,0.0000,0.0000,14.1048,14.1048,-79.9557,0.0000,
2025-07-16,14:00,0.0000,0.0000,81.2657,81.2657,-22.7340,0.0000,
2025-07-16,14:10,0.0000,0.0000,104.4118,104.4118,7.8920,0.0000,
2025-07-16,14:20,0.0000,0.0000,134.2923,134.2923,28.8509,0.0000,
2025-07-16,14:30,0.0000,0.0000,164.3410,164.3410,66.0723,0.0000,
2025-07-16,14:40,0.0000,0.0000,246.0953,246.0953,123.0186,0.0000,
2025-07-16,14:50,0.0000,0.0000,261.1982,261.1982,165.9962,0.0000,
2025-07-16,15:00,668.6509,410.2872,0.0000,258.3638,190.9847,96.1054,
2025-07-16,15:10,1127.4209,833.3333,0.0000,294.0876,227.3797,55.5709,
2025-07-16,15:20,347.2295,0.0000,0.0000,347.2295,282.3559,22.3471,
2025-07-16,15:30,409.2565,0.0000,0.0000,409.2565,343.5294,70.4806,
2025-07-16,15:40,439.7061,0.0000,0.0000,439.7061,394.2453,42.2035,
2025-07-16,15:50,520.2666,0.0000,0.0000,520.2666,453.6981,0.0000,
2025-07-16,16:00,570.1692,0.0000,0.0000,570.1692,518.9355,0.0000,
2025-07-16,16:10,617.8373,0.0000,-0.0000,617.8373,564.5716,0.0000,
2025-07-16,16:20,653.0871,0.0000,-0.0000,653.0871,600.7129,17.0259,
2025-07-16,16:30,703.6723,0.0000,-0.0000,703.6723,650.9748,0.0000,
2025-07-16,16:40,776.5164,0.0000,-0.0000,776.5164,726.2926,0.0000,
2025-07-16,16:50,812.2383,0.0000,-0.0000,812.2383,772.8087,0.0000,
2025-07-16,17:00,838.5597,0.0000,-0.0000,838.5597,790.9191,0.0000,
2025-07-16,17:10,883.5846,0.0000,-0.0000,883.5846,834.0259,0.0000,
2025-07-16,17:20,922.7473,0.0000,0.0000,922.7473,887.1121,0.0000,
2025-07-16,17:30,1005.1476,0.0000,0.0000,1005.1476,952.6212,0.0000,
2025-07-16,17:40,1076.7734,0.0000,0.0000,1076.7734,1026.4573,0.0000,
2025-07-16,17:50,991.5061,0.0000,-0.0000,991.5061,949.4816,0.0000,
2025-07-16,18:00,852.4449,0.0000,-0.0000,852.4449,807.1884,0.0000,
2025-07-16,18:10,895.2155,0.0000,-0.0000,895.2155,857.1383,0.0000,
2025-07-16,18:20,959.2764,0.0000,0.0000,959.2764,919.4289,0.0000,
2025-07-16,18:30,967.7837,0.0000,0.0000,967.7837,915.5190,0.0000,
2025-07-16,18:40,981.6186,0.0000,0.0000,981.6186,946.8304,0.0000,
2025-07-16,18:50,1022.0691,0.0000,0.0000,1022.0691,981.2400,0.0000,
2025-07-16,19:00,199.3095,0.0000,833.3333,1032.6429,996.1010,0.0000,
2025-07-16,19:10,206.5223,0.0000,833.3333,1039.8557,1007.2753,0.0000,
2025-07-16,19:20,201.8410,0.0000,833.3333,1035.1743,1014.1709,0.0000,
2025-07-16,19:30,193.4043,0.0000,833.3333,1026.7377,1001.9364,0.0000,
2025-07-16,19:40,178.0761,0.0000,833.3333,1011.4094,975.6475,0.0000,
2025-07-16,19:50,199.1172,0.0000,833.3333,1032.4505,996.5229,0.0000,
2025-07-16,20:00,236.6292,0.0000,833.3333,1069.9625,1037.2735,0.0000,
2025-07-16,20:10,203.3375,0.0000,833.3333,1036.6708,1009.5483,0.0000,
2025-07-16,20:20,707.0031,0.0000,306.6667,1013.6697,984.2593,22.0585,
2025-07-16,20:30,191.0474,0.0000,833.3333,1024.3807,985.4500,0.0000,
2025-07-16,20:40,159.5917,0.0000,833.3333,992.9250,970.1868,0.0000,
2025-07-16,20:50,1016.7426,0.0000,-0.0000,1016.7426,976.1050,0.0000,
2025-07-16,21:00,1041.5837,0.0000,0.0000,1041.5837,1003.8801,0.0000,
2025-07-16,21:10,1040.2155,0.0000,0.0000,1040.2155,1009.8868,0.0000,
2025-07-16,21:20,1043.8796,0.0000,0.0000,1043.8796,1005.3248,0.0000,
2025-07-16,21:30,1047.2432,0.0000,0.0000,1047.2432,1010.5365,0.0000,
2025-07-16,21:40,1051.3058,0.0000,-0.0000,1051.3058,1017.5919,0.0000,
2025-07-16,21:50,967.3741,0.0000,-0.0000,967.3741,933.7976,0.0000,
2025-07-16,22:00,1696.4797,833.3333,0.0000,863.1463,816.5371,0.0000,
2025-07-16,22:10,1682.7904,833.3333,0.0000,849.4571,821.1849,0.0000,
2025-07-16,22:20,843.0573,0.0000,0.0000,843.0573,817.7582,0.0000,
2025-07-16,22:30,1648.6973,833.3333,0.0000,815.3640,774.1117,45.6793,
2025-07-16,22:40,1659.1530,833.3333,0.0000,825.8197,791.2271,0.0000,
2025-07-16,22:50,1676.0650,833.3333,0.0000,842.7317,820.1234,0.0000,
2025-07-16,23:00,1680.6315,833.3333,0.0000,847.2982,812.6032,0.0000,
2025-07-16,23:10,1482.4367,666.6667,0.0000,815.7701,776.8707,0.0000,
2025-07-16,23:20,1649.6123,833.3333,0.0000,816.2789,782.0261,0.0000,
2025-07-16,23:30,1700.2906,833.3333,0.0000,866.9573,818.7632,0.0000,
2025-07-16,23:40,1693.7985,833.3333,0.0000,860.4652,811.2320,0.0000,
2025-07-16,23:50,826.3067,0.0000,0.0000,826.3067,789.2621,0.0000,
2025-07-16,24:00,817.5318,0.0000,0.0000,817.5318,789.6129,0.0000,8550.0000
2025-07-17,00:10,1680.5414,833.3333,0.0000,847.2081,812.9200,0.0000,
2025-07-17,00:20,1658.9617,833.3333,0.0000,825.6284,801.4675,0.0000,
2025-07-17,00:30,811.2766,-0.0000,0.0000,811.2766,776.1377,0.0000,
2025-07-17,00:40,834.3914,0.0000,0.0000,834.3914,806.6735,0.0000,
2025-07-17,00:50,822.3976,0.0000,0.0000,822.3976,792.8826,0.0000,
2025-07-17,01:00,776.9449,0.0000,0.0000,776.9449,738.1493,25.8601,
2025-07-17,01:10,781.6396,0.0000,0.0000,781.6396,748.1527,0.0000,
2025-07-17,01:20,786.9676,0.0000,0.0000,786.9676,753.7672,0.0000,
2025-07-17,01:30,791.3420,0.0000,0.0000,791.3420,739.3489,0.0000,
2025-07-17,01:40,791.8268,0.0000,0.0000,791.8268,761.0042,0.0000,
2025-07-17,01:50,801.1790,0.0000,0.0000,801.1790,769.6330,0.0000,
2025-07-17,02:00,786.2653,0.0000,0.0000,786.2653,756.6900,0.0000,
2025-07-17,02:10,796.2652,0.0000,0.0000,796.2652,765.7722,0.0000,
2025-07-17,02:20,808.2026,0.0000,0.0000,808.2026,778.1297,0.0000,
2025-07-17,02:30,817.5631,0.0000,0.0000,817.5631,778.0748,0.0000,
2025-07-17,02:40,797.8631,0.0000,0.0000,797.8631,768.9443,0.0000,
2025-07-17,02:50,778.7346,0.0000,0.0000,778.7346,752.7911,0.0000,
2025-07-17,03:00,777.2989,0.0000,0.0000,777.2989,735.6992,0.0000,
2025-07-17,03:10,751.1381,0.0000,0.0000,751.1381,728.4084,0.0000,
2025-07-17,03:20,767.9223,0.0000,0.0000,767.9223,740.8112,0.0000,
2025-07-17,03:30,793.4064,0.0000,0.0000,793.4064,754.9584,0.0000,
2025-07-17,03:40,764.2755,0.0000,0.0000,764.2755,737.4136,0.0000,
2025-07-17,03:50,724.2762,0.0000,0.0000,724.2762,703.4389,12.4359,
2025-07-17,04:00,721.2754,0.0000,0.0000,721.2754,687.8320,0.0146,
2025-07-17,04:10,736.1619,0.0000,0.0000,736.1619,711.6493,0.0000,
2025-07-17,04:20,745.7942,0.0000,0.0000,745.7942,716.4164,0.0000,
2025-07-17,04:30,724.7260,0.0000,0.0000,724.7260,703.0577,0.0000,
2025-07-17,04:40,747.4251,0.0000,0.0000,747.4251,722.2826,0.0000,
2025-07-17,04:50,736.0769,0.0000,0.0000,736.0769,712.8961,10.6130,
2025-07-17,05:00,705.5147,0.0000,0.0000,705.5147,674.2432,52.7070,
2025-07-17,05:10,685.6543,0.0000,0.0000,685.6543,662.5736,0.0000,
2025-07-17,05:20,689.0747,0.0000,0.0000,689.0747,658.9599,0.0000,
2025-07-17,05:30,642.4200,0.0000,0.0000,642.4200,622.8374,0.0000,
2025-07-17,05:40,1416.3481,833.3333,0.0000,583.0148,555.1546,0.0000,
2025-07-17,05:50,636.1960,0.0000,-0.0000,636.1960,609.6023,0.0000,
2025-07-17,06:00,0.0000,0.0000,759.1031,759.1031,724.9842,0.0000,
2025-07-17,06:10,0.0000,0.0000,706.8944,706.8944,676.8970,0.0000,
2025-07-17,06:20,0.0000,0.0000,631.5834,631.5834,593.9492,0.0000,
2025-07-17,06:30,0.0000,0.0000,587.1441,587.1441,549.6350,0.0000,
2025-07-17,06:40,0.0000,0.0000,535.8242,535.8242,492.2778,0.0000,
2025-07-17,06:50,0.0000,0.0000,497.2800,497.2800,451.4919,0.0000,
2025-07-17,07:00,0.0000,0.0000,473.0512,473.0512,419.2664,0.0000,
2025-07-17,07:10,0.0000,0.0000,401.6590,401.6590,352.2712,0.0000,
2025-07-17,07:20,67.8716,0.0000,274.5577,342.4293,300.8407,0.0000,
2025-07-17,07:30,320.7930,0.0000,0.0000,320.7930,264.8725,0.0000,
2025-07-17,07:40,270.6555,0.0000,0.0000,270.6555,216.2206,0.0000,
2025-07-17,07:50,0.0000,0.0000,359.9438,359.9438,300.9298,0.0000,
2025-07-17,08:00,0.0000,0.0000,523.3475,523.3475,444.0112,0.0000,
2025-07-17,08:10,0.0000,0.0000,491.6212,491.6212,402.4881,0.0000,
2025-07-17,08:20,0.0000,0.0000,366.0582,366.0582,316.1295,0.0000,
2025-07-17,08:30,0.0000,0.0000,340.0779,340.0779,266.2297,0.0000,
2025-07-17,08:40,0.0000,0.0000,260.3464,260.3464,202.1334,62.7109,
2025-07-17,08:50,0.0000,0.0000,250.7467,250.7467,169.9228,45.4148,
2025-07-17,09:00,0.0000,0.0000,239.2204,239.2204,155.7444,19.3142,
2025-07-17,09:10,0.0000,0.0000,193.6008,193.6008,92.9084,43.1057,
2025-07-17,09:20,0.0000,0.0000,118.8045,118.8045,43.6177,75.0671,
2025-07-17,09:30,0.0000,0.0000,100.8310,100.8310,31.6227,20.6282,
2025-07-17,09:40,0.0000,0.0000,92.2564,92.2564,12.8088,0.0000,
2025-07-17,09:50,0.0000,0.0000,44.4433,44.4433,-39.7415,0.0000,
2025-07-17,10:00,0.0000,0.0000,8.1639,8.1639,-98.2060,0.0000,
2025-07-17,10:10,0.0000,0.0000,0.0000,0.0000,-107.6464,0.0000,
2025-07-17,10:20,0.0000,0.0000,0.0000,0.0000,-101.9048,0.0000,
2025-07-17,10:30,0.0000,0.0000,8.7707,8.7707,-106.4004,0.0000,
2025-07-17,10:40,0.0000,0.0000,5.1756,5.1756,-117.8798,0.0000,
2025-07-17,10:50,0.0000,53.3585,0.0000,-53.3585,-142.1316,0.0000,
2025-07-17,11:00,746.0792,833.3333,0.0000,-87.2542,-166.5575,0.0000,
2025-07-17,11:10,758.9194,833.3333,0.0000,-74.4139,-173.8243,0.0000,
2025-07-17,11:20,706.2071,833.3333,0.0000,-127.1263,-208.2023,0.0000,
2025-07-17,11:30,647.0503,833.3333,0.0000,-186.2831,-251.8898,0.0000,
2025-07-17,11:40,701.7306,833.3333,0.0000,-131.6027,-242.7659,0.0000,
2025-07-17,11:50,724.2378,833.3333,0.0000,-109.0955,-248.8746,0.0000,
2025-07-17,12:00,648.7974,833.3333,0.0000,-184.5359,-294.8698,0.0000,
2025-07-17,12:10,593.6580,833.3333,0.0000,-239.6753,-332.7395,0.0000,
2025-07-17,12:20,611.8418,833.3333,0.0000,-221.4915,-332.0539,0.0000,
2025-07-17,12:30,663.1329,833.3333,0.0000,-170.2005,-292.8355,0.0000,
2025-07-17,12:40,695.6241,833.3333,0.0000,-137.7092,-243.4695,0.0000,
2025-07-17,12:50,690.7910,833.3333,0.0000,-142.5423,-222.4338,0.0000,
2025-07-17,13:00,0.0000,87.4227,0.0000,-87.4227,-213.5131,0.0000,
2025-07-17,13:10,0.0000,20.7343,0.0000,-20.7343,-168.7295,0.0000,
2025-07-17,13:20,0.0000,0.8297,0.0000,-0.8297,-138.1492,0.0000,
2025-07-17,13:30,0.0000,25.4708,0.0000,-25.4708,-136.3825,0.0000,
2025-07-17,13:40,0.0000,22.6844,0.0000,-22.6844,-122.0597,0.0000,
2025-07-17,13:50,0.0000,0.0000,20.1882,20.1882,-73.8724,0.0000,
2025-07-17,14:00,0.0000,0.0000,91.1009,91.1009,-12.8989,0.0000,
2025-07-17,14:10,0.0000,0.0000,114.9793,114.9793,18.4595,0.0000,
2025-07-17,14:20,0.0000,0.0000,143.6977,143.6977,38.2562,2.0189,
2025-07-17,14:30,0.0000,0.0000,153.9691,153.9691,55.7004,6.3171,
2025-07-17,14:40,0.0000,0.0000,194.9261,194.9261,71.8494,0.0000,
2025-07-17,14:50,0.0000,0.0000,243.0190,243.0190,147.8170,0.0000,
2025-07-17,15:00,672.7073,354.1732,0.0000,318.5340,251.1549,0.0000,
2025-07-17,15:10,1183.9201,833.3333,0.0000,350.5868,283.8789,0.0000,
2025-07-17,15:20,382.2941,0.0000,0.0000,382.2941,317.4206,0.0000,
2025-07-17,15:30,445.7563,0.0000,0.0000,445.7563,380.0292,0.0000,
2025-07-17,15:40,473.4428,0.0000,0.0000,473.4428,427.9820,0.0000,
2025-07-17,15:50,541.8260,0.0000,0.0000,541.8260,475.5094,0.0000,
2025-07-17,16:00,577.9909,0.0000,0.0000,577.9909,527.5538,0.0000,
2025-07-17,16:10,615.8456,0.0000,-0.0000,615.8456,565.3395,0.0000,
2025-07-17,16:20,628.9023,0.0000,-0.0000,628.9023,576.3845,59.1394,
2025-07-17,16:30,653.8084,0.0000,-0.0000,653.8084,601.1110,90.4499,
2025-07-17,16:40,742.8020,0.0000,-0.0000,742.8020,692.5782,73.5902,
2025-07-17,16:50,795.3837,0.0000,-0.0000,795.3837,755.9541,59.4371,
2025-07-17,17:00,838.4572,0.0000,-0.0000,838.4572,790.8166,23.0495,
2025-07-17,17:10,930.2938,0.0000,0.0000,930.2938,880.7351,0.0000,
2025-07-17,17:20,960.6333,0.0000,-0.0000,960.6333,924.9981,0.0000,
2025-07-17,17:30,999.2242,0.0000,0.0000,999.2242,946.6978,0.0000,
2025-07-17,17:40,1097.6265,-0.0000,0.0000,1097.6265,1047.3104,0.0000,
2025-07-17,17:50,1016.2512,0.0000,0.0000,1016.2512,974.2267,0.0000,
2025-07-17,18:00,831.6837,0.0000,-0.0000,831.6837,786.4272,0.0000,
2025-07-17,18:10,857.2121,0.0000,-0.0000,857.2121,819.1349,0.0000,
2025-07-17,18:20,951.8092,0.0000,0.0000,951.8092,911.9618,0.0000,
2025-07-17,18:30,992.3558,0.0000,0.0000,992.3558,944.4589,0.0000,
2025-07-17,18:40,994.6444,0.0000,0.0000,994.6444,959.8562,0.0000,
2025-07-17,18:50,1023.1627,0.0000,0.0000,1023.1627,982.3336,0.0000,
2025-07-17,19:00,216.1193,0.0000,833.3333,1049.4527,1012.9108,0.0000,
2025-07-17,19:10,233.9392,0.0000,833.3333,1067.2725,1034.6922,0.0000,
2025-07-17,19:20,223.3863,0.0000,833.3333,1056.7196,1035.7162,0.0000,
2025-07-17,19:30,205.4616,0.0000,833.3333,1038.7949,1014.0900,0.0000,
2025-07-17,19:40,193.9407,0.0000,833.3333,1027.2740,991.5120,0.0000,
2025-07-17,19:50,196.5492,0.0000,833.3333,1029.8825,993.9549,0.0000,
2025-07-17,20:00,204.3827,0.0000,833.3333,1037.7160,1005.0270,0.0000,
2025-07-17,20:10,180.9079,0.0000,833.3333,1014.2412,987.1187,0.0000,
2025-07-17,20:20,713.4497,0.0000,306.6667,1020.1163,985.1286,0.0000,
2025-07-17,20:30,202.9977,0.0000,833.3333,1036.3310,997.4002,0.0000,
2025-07-17,20:40,168.7792,0.0000,833.3333,1002.1126,979.3743,1.9822,
